"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Codigo","CodigoTel","Nombre","Estado","sys_recver","sys_deleted","sys_lock"
"487","2017-05-13 12:21:01","72BF1374C62345999D009839BBC300B4","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0721","55","San Pablo Oztotepec","10","0",\N,\N
"488","2017-05-13 12:21:01","2DBAE4D548F349C69B6CECC8D68B2E60","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0722","55","San Pedro Atocpan","10","0",\N,\N
"489","2017-05-13 12:21:01","CEE53B69B8D34EB79DB35E5BD5332BE3","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0723","55","Santa Catarina Yecahuitzotl","10","0",\N,\N
"490","2017-05-13 12:21:01","1853BCED0DBC474EA94851CCAFBA0026","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0724","677","Abasolo","11","0",\N,\N
"491","2017-05-13 12:21:01","FE20FC7257854C8CB19D9BCC49AE2F31","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0725","676","Antonio Amaro","11","0",\N,\N
"492","2017-05-13 12:21:01","FA82CCBCA39E4FF6AE7BCA56B2AF8576","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0726","872","Bermejillo","11","0",\N,\N
"493","2017-05-13 12:21:01","2312E7065E3848F3AF30735BFE4CD5BC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0727","677","Canatlán","11","0",\N,\N
"494","2017-05-13 12:21:01","C96C161C01DF4C01A8CF34BA70E852C9","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0728","674","Canelas","11","0",\N,\N
"495","2017-05-13 12:21:01","BC4FB9E1AD9948F3AEB7FC00A500C641","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0729","649","Canutillo","11","0",\N,\N
"496","2017-05-13 12:21:01","72CB4576F9EA4C6AA7AF7FA92239F815","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0730","629","Ceballos","11","0",\N,\N
"497","2017-05-13 12:21:01","6D382B7E7ACD42318EA6F23667D1BFDF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0731","674","Ciénaga de Nuestra Señora de Guadalupe","11","0",\N,\N
"498","2017-05-13 12:21:01","210457C392A24F4F8B6125F600A56232","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0732","871","Ciudad Lerdo","11","0",\N,\N
"499","2017-05-13 12:21:01","7ED4F32B5CB0482FBCE84FCBA7B528D2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0733","618","Colonia Hidalgo","11","0",\N,\N
"500","2017-05-13 12:21:01","7F32A9B873694F9ABB5CCBE0001BE363","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0734","677","Coneto de Comonfort","11","0",\N,\N
"501","2017-05-13 12:21:01","E0AB36A65D874B749B66C9003554C64D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0735","676","Cuauhtémoc","11","0",\N,\N
"502","2017-05-13 12:21:01","D5E0E66C427A48E7BDCED5D332811B30","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0736","671","Cuéncame de Ceniceros","11","0",\N,\N
"503","2017-05-13 12:21:01","FF929BC8BC9543EB9F9F4CBDADF02245","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0737","677","Diez de Octubre (San Lucas de Ocampo)","11","0",\N,\N
"504","2017-05-13 12:21:01","00EB0AC75B0E44CD94902336C6349EA3","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0738","677","Donato Guerra","11","0",\N,\N
"505","2017-05-13 12:21:01","308F7F0FDD1F4414BAC53C2852A930FE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0739","618","Durango","11","0",\N,\N
"506","2017-05-13 12:21:01","6CA4413F8D17417E8B5DDC9E00787129","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0740","629","Ejido Revolución (Las Víboras)","11","0",\N,\N
"507","2017-05-13 12:21:01","425D13C3AB5E49D09644741F285139BA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0741","871","El Compás","11","0",\N,\N
"508","2017-05-13 12:21:01","85058C0BFA75417594BCECA0D6EC5C00","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0742","872","El Lucero (Arcinas)","11","0",\N,\N
"509","2017-05-13 12:21:01","B1208CDD4006457B999456F246EEE8F7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0743","618","El Nayar","11","0",\N,\N
"510","2017-05-13 12:21:01","74C80D6FBD6F4E408221FD5498135700","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0744","675","El Salto","11","0",\N,\N
"511","2017-05-13 12:21:01","E5CE1FA73E9648A99F46723E61298965","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0745","676","Emiliano Zapata","11","0",\N,\N
"512","2017-05-13 12:21:01","827F5902696241FC931E5D25968B3B30","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0746","677","Francisco I. Madero","11","0",\N,\N
"513","2017-05-13 12:21:02","084A41348C97495282D381CEA77535FA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0747","649","General Escobedo","11","0",\N,\N
"514","2017-05-13 12:21:02","09C6517C712645D68B40E17728957959","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0748","676","General Jesús Agustín Castro (Independencia)","11","0",\N,\N
"515","2017-05-13 12:21:02","A03E8344E1B2463287A13C032C09A99C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0749","671","General Simón Bolívar","11","0",\N,\N
"516","2017-05-13 12:21:02","D34E6ADA2B744326A97D918B3218B45B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0750","871","Gómez Palacio","11","0",\N,\N
"517","2017-05-13 12:21:02","9D08D105D207489290B62C7B49FF5B83","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0751","676","Gral.Felipe Carrillo Puerto","11","0",\N,\N
"518","2017-05-13 12:21:02","0D86D0B8275C443F965261FD191FA202","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0752","676","Guadalupe Victoria","11","0",\N,\N
"519","2017-05-13 12:21:02","0384E372F8034648B1798E5B1CE9B9BC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0753","674","Guanacevi","11","0",\N,\N
"520","2017-05-13 12:21:02","F8CB082D6DA74D5FBA831B0039DA8435","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0754","677","Guatimape","11","0",\N,\N
"521","2017-05-13 12:21:02","DCD1CA44C74E40089B5B4E3169462F56","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0755","676","Ignacio Allende","11","0",\N,\N
"522","2017-05-13 12:21:02","D39FB6211DC84276B9EA0094005862A8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0756","676","Ignacio Ramírez","11","0",\N,\N
"523","2017-05-13 12:21:02","2B462F18A4564255B406A56550DF9C6D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0757","649","Inde","11","0",\N,\N
"524","2017-05-13 12:21:02","05551E8ED5B549B287BC0167DE0088CD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0758","677","José Guadalupe Aguilera (Santa Lucia)","11","0",\N,\N
"525","2017-05-13 12:21:02","52824E1A3C9142D900CA8242720037E8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0759","676","José Guadalupe Rodríguez (Peñuelas)","11","0",\N,\N
"526","2017-05-13 12:21:02","CC7BE5E37158448B8662F8E23E47BC84","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0760","674","José María Morelos (Chinacates)","11","0",\N,\N
"527","2017-05-13 12:21:02","967286C240EF47BA9886E4E4104D51BC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0761","675","La Ciudad","11","0",\N,\N
"528","2017-05-13 12:21:02","0881C3D122FB4AFD8330A2E9A19424FF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0762","675","La Constancia","11","0",\N,\N
"529","2017-05-13 12:21:02","DE17398360884E94A6D37FA64CEC38CF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0763","871","La Goma","11","0",\N,\N
"530","2017-05-13 12:21:02","5ED7CF16A56B4FA49F00EE2B948E5CC2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0764","675","La Joya","11","0",\N,\N
"531","2017-05-13 12:21:02","F98CC1A05F864B079882645FA969504E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0765","674","La Purísima","11","0",\N,\N
"532","2017-05-13 12:21:02","ADAB8B27781B476D87E0621363C843AA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0766","649","Las Nieves","11","0",\N,\N
"533","2017-05-13 12:21:02","8E25DCD9911B4AA1A2EFA531FCE0A090","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0767","618","Llano Grande","11","0",\N,\N
"534","2017-05-13 12:21:02","F5E034AC507541A488BB109F71D133A2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0768","674","Los Herrera","11","0",\N,\N
"535","2017-05-13 12:21:02","0AF6AD4552124BB486C500F223D67698","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0769","872","Mapimi","11","0",\N,\N
"536","2017-05-13 12:21:02","04A15DB8163D40F5B3F245CB02F564EE","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0770","871","Nazareno","11","0",\N,\N
"537","2017-05-13 12:21:02","FB216FC2702C48F895456BBD32E297A2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0771","671","Nazas","11","0",\N,\N
"538","2017-05-13 12:21:02","F1A614FE1DD141148EACDB9710CC332C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0772","677","Nicolás Bravo","11","0",\N,\N
"539","2017-05-13 12:21:02","8182C4EBAE8C462D8094C0E01E6144C0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0773","675","Nombre de Dios","11","0",\N,\N
"540","2017-05-13 12:21:02","18F9F601EB05422F885F67008FECE567","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0774","677","Nuevo Ideal","11","0",\N,\N
"541","2017-05-13 12:21:02","2E8FBAB5D5704C1497748E2C2240EB37","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0775","674","Nuevo San Diego Tensaenz (El Caballo)","11","0",\N,\N
"542","2017-05-13 12:21:02","E6E84E41B7464BD58C5142078C5E5901","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0776","674","Otaez","11","0",\N,\N
"543","2017-05-13 12:21:02","3D397C32981741FBBF6FDA2644D9FD6E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0777","676","Pánuco de Coronado","11","0",\N,\N
"544","2017-05-13 12:21:02","73164EB21F604C3B8C65C1D05000ADB7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0778","671","Paso Nacional","11","0",\N,\N
"545","2017-05-13 12:21:02","08D0F47077EC413E9F8DC8CCE68E2F12","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0779","671","Pedriceña (Estación Pedriceña)","11","0",\N,\N
"546","2017-05-13 12:21:02","2F9A43E7FDB74CF7B5FF618C28A3E56E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0780","676","Peñon Blanco","11","0",\N,\N
"547","2017-05-13 12:21:03","3A9471365E654506B7CF3BCBFDEE8FA0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0781","676","Ramón Corona","11","0",\N,\N
"548","2017-05-13 12:21:03","AAF906E4C5DD4B4B904200EA7E000065","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0782","677","Rodeo","11","0",\N,\N
"549","2017-05-13 12:21:03","23E8437939A748A100C8555747EBBFEF","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0783","649","San Bernardo","11","0",\N,\N
"550","2017-05-13 12:21:03","3C81C9C8220F4AC49C30B57980D29E83","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0784","675","San Francisco del Mezquital","11","0",\N,\N
"551","2017-05-13 12:21:03","BCD78155B63B468E82CD00037F12F4C0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0785","675","San José de Tuitán (Tuitán)","11","0",\N,\N
"552","2017-05-13 12:21:03","F8C7393D94BF4D2AB1413BAEAC04AAFC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0786","671","San Juan de Guadalupe","11","0",\N,\N
"553","2017-05-13 12:21:03","A016ABE66D3E4385A096135C8594D223","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0787","677","San Juan del Río del Centauro del Norte","11","0",\N,\N
"554","2017-05-13 12:21:03","96C29C99DF4A4821AA7367D8EF301F75","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0788","671","San Luis del Cordero","11","0",\N,\N
"555","2017-05-13 12:21:03","08D31F7E7FF54F4A861901049FAC1503","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0789","674","San Miguel de Cruces","11","0",\N,\N
"556","2017-05-13 12:21:03","3A71ED13FCA6417C9CBC1E80C5C87EAC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0790","674","San Nicolás de Presidio (Presidio de Arriba)","11","0",\N,\N
"557","2017-05-13 12:21:03","47CE57308F41405A888790A9CAD4D465","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0791","674","San Nicolás","11","0",\N,\N
"558","2017-05-13 12:21:03","B8D174B9E3D64A1CB8803DAB0499007B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0792","671","San Pedro del Gallo","11","0",\N,\N
"559","2017-05-13 12:21:03","6A68A2A3B74744E6B288A001C7B1C2DA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0793","649","Santa María del Oro","11","0",\N,\N
"560","2017-05-13 12:21:03","B7EF8E5989EA438BA2B2EEDF7825A2E2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0794","674","Santiago Papasquiaro","11","0",\N,\N
"561","2017-05-13 12:21:03","B30273B514E241459B7001A830A1E744","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0795","675","Suchil","11","0",\N,\N
"562","2017-05-13 12:21:03","9390E011F7AE4DD8B21F3906D6CE2809","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0796","674","Tamazula de Victoria","11","0",\N,\N
"563","2017-05-13 12:21:03","D21C8A9277304B27873EB980E3024E17","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0797","674","Tayoltita","11","0",\N,\N
"564","2017-05-13 12:21:03","D35EF11496AA43BFAF3564F8277C52F1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0798","674","Tepehuanes","11","0",\N,\N
"565","2017-05-13 12:21:03","19CF02DD63454EA4BF34357E92B39BFC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0799","872","Tlahualilo de Zaragoza","11","0",\N,\N
"566","2017-05-13 12:21:03","FA0927E74D434CE89C14463C89DB4C58","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0800","674","Topia","11","0",\N,\N
"567","2017-05-13 12:21:03","29DBBDA31CF645519B62DE8B05A24681","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0801","671","Velardeña","11","0",\N,\N
"568","2017-05-13 12:21:03","53FCD49D76A04F17A660665651F61042","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0802","674","Vencedores","11","0",\N,\N
"569","2017-05-13 12:21:03","D0C1DD1FC0B94B1E91D042EA0215758F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0803","675","Vicente Guerrero","11","0",\N,\N
"570","2017-05-13 12:21:03","D2372B6D266448C080202900BD158156","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0804","871","Villa Juárez","11","0",\N,\N
"571","2017-05-13 12:21:03","41F9A64524034A7594FBB202448F3169","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0805","649","Villa Ocampo","11","0",\N,\N
"572","2017-05-13 12:21:03","25C75B37C02C43EA9D4D68721EC07015","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0806","649","Villa Orestes Pereyra (Rosario)","11","0",\N,\N
"573","2017-05-13 12:21:03","3669CB0F993B423388B094D7DC448711","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0807","675","Villa Unión","11","0",\N,\N
"574","2017-05-13 12:21:03","358231CD22794154B684978C43321046","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0808","762","Acamixtla","12","0",\N,\N
"575","2017-05-13 12:21:03","76766249C29044B9821BC0AC90269082","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0809","736","Acapetlahuaya","12","0",\N,\N
"576","2017-05-13 12:21:03","2E454B863B0C4EC189DAB21400A5CE05","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0810","744","Acapulco","12","0",\N,\N
"577","2017-05-13 12:21:03","A7F48511371C40CA8F983F307D912E69","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0811","732","Acuchillán del Progreso","12","0",\N,\N
"578","2017-05-13 12:21:03","315E89E9277844AF914FF2A3B7A85ED0","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0812","756","Ahuacuotzingo","12","0",\N,\N
"579","2017-05-13 12:21:03","5DB526E2798B4B64B7ADEA86A1DA3B6D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0813","733","Ahuehuepan","12","0",\N,\N
"580","2017-05-13 12:21:04","A96F6EA0342845E9933D2C45000009B7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0814","757","Alcozauca de Guerrero","12","0",\N,\N
"581","2017-05-13 12:21:04","3E12F518979B49D4BB9C96B874A3226B","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0815","757","Alpoyeca","12","0",\N,\N
"582","2017-05-13 12:21:04","29929EA573F9413AAA15A7E987D87B00","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0816","767","Amuco de la Reforma","12","0",\N,\N
"583","2017-05-13 12:21:04","CDDDC154F77A4891B1879B00060500F7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0817","767","Anonas","12","0",\N,\N
"584","2017-05-13 12:21:04","B9C46EB78AE94769A35EE5EF8BBC26DD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0818","754","Apango","12","0",\N,\N
"585","2017-05-13 12:21:04","217CE5FBCEC34EABAB4B8FE34DE1E2EA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0819","736","Apaxtla de Castrejón","12","0",\N,\N
"586","2017-05-13 12:21:04","A12BC1BE8ACD46C98204FE509856D975","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0820","767","Aratichanguio","12","0",\N,\N
"587","2017-05-13 12:21:04","758D25D0A92D4456B27B6E70951892A3","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0821","732","Arcelia","12","0",\N,\N
"588","2017-05-13 12:21:04","1623F3C1E91C40C4BFAD66728D239B7D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0822","732","Arroyo Grande","12","0",\N,\N
"589","2017-05-13 12:21:04","37673862D7764A7FB9C28454884BEE3E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0823","727","Atenango del Río","12","0",\N,\N
"590","2017-05-13 12:21:04","8D13B7DA4BBD49758B1852D04DF7288C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0824","754","Atliaca","12","0",\N,\N
"591","2017-05-13 12:21:04","5999CE100B3A4F98BA481C7885A2DF81","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0825","756","Atlixtac","12","0",\N,\N
"592","2017-05-13 12:21:04","62DD1C715C8744F4A4928F5C2150D397","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0826","742","Atoyac de Alvarez","12","0",\N,\N
"593","2017-05-13 12:21:04","8A568CBCCE1A48C9B2A182CE5F73D19F","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0827","745","Ayutla de los Libres","12","0",\N,\N
"594","2017-05-13 12:21:04","8815F3A39E024D499293C72100CB2C25","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0828","741","Azoyu","12","0",\N,\N
"595","2017-05-13 12:21:04","CFFB802E4ABA4A85944CEEEEE4043344","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0829","781","Bajos del Ejido","12","0",\N,\N
"596","2017-05-13 12:21:04","5B76F5EB47B84731B8BEC6F14E550063","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0830","744","Barra Vieja","12","0",\N,\N
"597","2017-05-13 12:21:04","F7165BEB9D404735885082D4EEDD8332","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0831","727","Buenavista de Cuellar","12","0",\N,\N
"598","2017-05-13 12:21:04","FFB10F95B5FD4CA2B42DA8EB664D6D00","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0832","732","Changata","12","0",\N,\N
"599","2017-05-13 12:21:04","9A256E3A320B4850A6F3D49B36829F7D","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0833","727","Chaucingo","12","0",\N,\N
"600","2017-05-13 12:21:04","896B7EDF686C4C53A8C93DE7E0200831","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0834","747","Chichihualco","12","0",\N,\N
"601","2017-05-13 12:21:04","EB80D3B67B1645FE009E6F01FE7B61A6","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0835","756","Chilapa","12","0",\N,\N
"602","2017-05-13 12:21:04","5B8CEA4D1C7047C688545512A19CDC62","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0836","747","Chilpancingo","12","0",\N,\N
"603","2017-05-13 12:21:04","CE164891175F4C07B7332D00D22967FD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0837","767","Ciudad Altamirano","12","0",\N,\N
"604","2017-05-13 12:21:04","FD70D5FD9FDD432CA47B1C76008EDDF5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0838","755","Coacoyul","12","0",\N,\N
"605","2017-05-13 12:21:04","2E478B41FE7542038851E4770060B2C1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0839","733","Coacoyula de Alvarez","12","0",\N,\N
"606","2017-05-13 12:21:04","6CE8BE3F2CD64A3D854F87F019041E00","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0840","736","Cocula","12","0",\N,\N
"607","2017-05-13 12:21:04","63F6907F77DE48B69DDB179CFDD469CA","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0841","756","Colotlipa","12","0",\N,\N
"608","2017-05-13 12:21:04","8B12D3950B154D5493FE4F9BFC428ECD","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0842","741","Copala","12","0",\N,\N
"609","2017-05-13 12:21:04","0AC9F57D61E047E8A3108707B5D3A99E","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0843","727","Copalillo","12","0",\N,\N
"610","2017-05-13 12:21:04","3193A5DE72894395BA19F1561783CA72","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0844","781","Coyuca de Benitez","12","0",\N,\N
"611","2017-05-13 12:21:04","1A5D9E289D0A48C98C9C5DCC2BB78FD8","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0845","767","Coyuca de Catalán","12","0",\N,\N
"612","2017-05-13 12:21:04","32BE7F91E584457481FE6EFCEA3EF5C2","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0846","742","Coyuquilla Norte","12","0",\N,\N
"613","2017-05-13 12:21:04","C49014DFA10F49C3A8FB8F32A54DF4B1","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0847","745","Cruz Grande","12","0",\N,\N
"614","2017-05-13 12:21:04","DA9259F6F3FA4962867C8D023773AE34","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0848","745","Cruz Quemada","12","0",\N,\N
"615","2017-05-13 12:21:05","6D1172AEED5A4713BE16363FCCE1E05C","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0849","741","Cuajinicuilapa","12","0",\N,\N
"616","2017-05-13 12:21:05","A9046DFF91B04939003544A3C4DFAC65","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0850","757","Cualac","12","0",\N,\N
"617","2017-05-13 12:21:05","2798AA119F8D4010B8FC07F9C69B6CC5","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0851","736","Cuetzala del Progreso","12","0",\N,\N
"618","2017-05-13 12:21:05","33C043F309834F7D9ED80039D1292DC7","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0852","732","Cutzamala de Pinzón","12","0",\N,\N
"619","2017-05-13 12:21:05","13902ABEC6DE4A10B3A23E0600DBF0BC","2008-01-30 12:47:25",\N,\N,"0","2008-01-30 12:47:25",\N,"CT0853","744","Dos Arroyos","12","0",\N,\N
