"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Codigo","Descripcion","Notas","sys_recver","sys_deleted","sys_lock"
"1","2017-05-13 12:22:24","DE84D73DBCCE436D9DF5057D66AD747C","2008-01-28 01:27:15",\N,\N,"0","2008-01-28 01:27:15",\N,"0001","Tipo de cliente predeterminado",\N,"0",\N,\N
